"outcome_type","animal_type","mixed_purebred","color_group","health_status","sex","neutered","age_norm","age_group"
"Not_Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.181818181818182,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0186799501867995,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0224159402241594,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0336239103362391,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0149439601494396,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Not_Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Female","Neutered_Spayed",0.590909090909091,"Senior"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Male","Neutered_Spayed",0.136363636363636,"Adult"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Female","Neutered_Spayed",0.545454545454545,"Senior"
"Not_Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00261519302615193,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Light","Sick_Aged_Pregnant","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.00435865504358655,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00435865504358655,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00435865504358655,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00435865504358655,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Male","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0261519302615193,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.363636363636364,"Senior"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Purebred","Black","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.00012453300124533,"Puppy_Kitten"
"Not_Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.00012453300124533,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.0112079701120797,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.00012453300124533,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.00012453300124533,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.272727272727273,"Adult"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.136363636363636,"Adult"
"Not_Adopted","Dog","Mixed","Light","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0149439601494396,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Not_Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.0454545454545455,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.0149439601494396,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Neutered_Spayed",0.0149439601494396,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Not_Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.227272727272727,"Adult"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.0454545454545455,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0186799501867995,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0261519302615193,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Black","Sick_Aged_Pregnant","Female","Intact",0.0454545454545455,"Juvenile"
"Not_Adopted","Cat","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Light","Healthy","Female","Neutered_Spayed",0.363636363636364,"Senior"
"Adopted","Dog","Mixed","Light","Healthy","Female","Neutered_Spayed",0.363636363636364,"Senior"
"Not_Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.181818181818182,"Adult"
"Not_Adopted","Cat","Mixed","Black","Sick_Aged_Pregnant","Female","Neutered_Spayed",0.545454545454545,"Senior"
"Not_Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.0909090909090909,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Male","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0336239103362391,"Juvenile"
"Adopted","Dog","Mixed","Light","Healthy","Female","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.181818181818182,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Male","Neutered_Spayed",0.0149439601494396,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.181818181818182,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Not_Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.181818181818182,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Neutered_Spayed",0.227272727272727,"Adult"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Female","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00024906600249066,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00024906600249066,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.00024906600249066,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.00024906600249066,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Intact",0.00024906600249066,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Light","Sick_Aged_Pregnant","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00747198007471977,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0454545454545455,"Juvenile"
"Not_Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00174346201743462,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00174346201743462,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Male","Intact",0.0149439601494396,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.409090909090909,"Senior"
"Adopted","Dog","Purebred","Black","Healthy","Male","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Male","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0336239103362391,"Juvenile"
"Not_Adopted","Cat","Mixed","Light","Sick_Aged_Pregnant","Male","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.227272727272727,"Adult"
"Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Not_Adopted","Cat","Mixed","Light","Sick_Aged_Pregnant","Male","Intact",0.000871731008717309,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Light","Sick_Aged_Pregnant","Male","Intact",0.000871731008717309,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.000871731008717309,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.000747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0224159402241594,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Not_Adopted","Cat","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.318181818181818,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Sick_Aged_Pregnant","Female","Intact",0.136363636363636,"Adult"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.136363636363636,"Adult"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0149439601494396,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.272727272727273,"Adult"
"Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Female","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.318181818181818,"Adult"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.181818181818182,"Adult"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Light","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Not_Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Female","Intact",0.0261519302615193,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0112079701120797,"Puppy_Kitten"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Intact",0.00435865504358655,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0224159402241594,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Neutered_Spayed",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.136363636363636,"Adult"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Male","Neutered_Spayed",0.00747198007471977,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Male","Intact",0.000498132004981318,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Neutered_Spayed",0.681818181818182,"Senior"
"Not_Adopted","Dog","Mixed","Black","Sick_Aged_Pregnant","Male","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Light","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.037359900373599,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Male","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.136363636363636,"Adult"
"Not_Adopted","Cat","Mixed","Black","Sick_Aged_Pregnant","Male","Neutered_Spayed",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0037359900373599,"Puppy_Kitten"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00261519302615193,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Female","Intact",0.00261519302615193,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00261519302615193,"Puppy_Kitten"
"Adopted","Cat","Mixed","Black","Healthy","Male","Intact",0.00348692403486924,"Puppy_Kitten"
"Adopted","Dog","Mixed","Black","Healthy","Female","Neutered_Spayed",0.363636363636364,"Senior"
"Adopted","Cat","Mixed","Light","Healthy","Female","Intact",0.0909090909090909,"Juvenile"
"Adopted","Dog","Mixed","Brown","Healthy","Female","Intact",0.0454545454545455,"Juvenile"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.363636363636364,"Senior"
"Adopted","Cat","Mixed","Brown","Healthy","Male","Neutered_Spayed",0.363636363636364,"Senior"
